экран,кнопка,название,действие,настройка,текст_или_цель,заметка
ЗАПИСКА,K7,Exec summary,Text,System → Text,"# ЗАПИСКА — EXECUTIVE SUMMARY

Memo draft / facts:
[вставить]

Аудитория:
[указать]

Задача:
Собери короткое executive summary. Не добавляй новые факты, числа или причины.

Правила:
- сначала вывод, потом 2–4 ключевых факта;
- numbers before adjectives;
- причина = hypothesis, если не подтверждена;
- не обещай action без owner / due date / status;
- явно покажи limitation, если вывод неполный.

Верни:
1. Executive summary: 3–6 предложений
2. Key numbers:
3. Main risk:
4. Recommended action, if supported:
5. Limitation:
6. Confidence:
7. What not to claim:",Executive summary from memo/facts
ЗАПИСКА,K8,Risks,Text,System → Text,"# ЗАПИСКА — RISKS SECTION

Memo context / draft:
[вставить]

Задача:
Собери блок рисков для записки. Не добавляй риски без основания.

Для каждого риска укажи:
| Risk | Risk basis | Trigger | Impact | Evidence | Severity | Mitigation | Owner |
|---|---|---|---|---|---|---|---|

Проверь:
- риск подтверждён данными или это гипотеза;
- есть ли trigger;
- не перепутан ли риск с проблемой;
- не перепутана ли рекомендация с наблюдением.

Верни:
- publishable_risks:
- hypothesis_risks:
- unsupported_risks_to_remove:
- main_risk:
- mitigation_needed:
- confidence:",Memo risk section with basis
ЗАПИСКА,K9,Actions,Text,System → Text,"# ЗАПИСКА — ACTIONS / RECOMMENDATIONS

Memo context / findings:
[вставить]

Задача:
Собери рекомендации и action register для записки. Не превращай наблюдения в действия.

Правила:
- action должен иметь owner / due date / status или быть помечен как proposed;
- recommendation должна следовать из facts / calculation results;
- не добавляй инициативы без evidence;
- если данных мало — предложи verification action.

Верни таблицу:
| Action | Why needed | Evidence | Owner | Due date | Status | Risk if skipped | Next check |
|---|---|---|---|---|---|---|---|

Отдельно:
- recommendations_supported:
- recommendations_to_defer:
- observations_not_actions:
- missing_owners:
- confidence:",Recommendations / action register
ЗАПИСКА,K10,Limitations,Text,System → Text,"# ЗАПИСКА — LIMITATIONS / WHAT NOT TO CLAIM

Memo draft / context:
[вставить]

Задача:
Определи ограничения записки и claims, которые нельзя публиковать.

Проверь:
- missing evidence;
- mixed periods;
- unreconciled numbers;
- unclear source / mart;
- hypothesis stated as cause;
- risk without risk_basis;
- action without owner / due date / status;
- stale facts requiring fresh check;
- unsupported recommendations.

Верни строго:
1. Limitations:
2. Unsupported claims:
3. Claims allowed as DATA FACT:
4. Claims allowed as CALCULATION RESULT:
5. Claims allowed only as HYPOTHESIS:
6. Claims to remove:
7. Required QA before final:
8. Publication status: allowed / revise / blocked
9. Next step:",Limitations and forbidden claims
ЗАПИСКА,K11,Evidence,Text,System → Text,"# ЗАПИСКА — EVIDENCE APPENDIX

Memo draft / facts / sources:
[вставить]

Задача:
Собери evidence appendix для записки. Не делай новый анализ.

Верни таблицу:
| Claim in memo | Evidence source | Period | Evidence status | Confidence | Limitation | Appendix note |
|---|---|---|---|---|---|---|

Отдельно:
- claims_without_evidence:
- weak_evidence_claims:
- source_gaps:
- fresh_check_needed:
- what_to_remove_before_final:
- evidence_readiness: pass / revise / blocked:",Evidence appendix
ЗАПИСКА,K12,To LLM,Text,System → Text,"# ЗАПИСКА → [LLM] HANDOFF

От:
[Analytics / Thinking / AI OS / Research / Memo]

Кому:
[LLM]

Тип задачи:
[memo draft / memo revise / executive summary / style edit / memo QA]

Goal:
[описать]

Curated context:
[только проверенные факты, расчёты, ограничения]

Do not pass:
- raw dump;
- неподтверждённые claims как facts;
- secrets / .env / private data без разрешения;
- расчёты без QA;
- выводы сильнее evidence;
- новые факты без источника.

Expected output:
[описать]

Acceptance criteria:
- facts / interpretation / recommendation separated;
- unsupported claims listed;
- limitations visible;
- style improved but meaning not amplified;
- no new facts added.

Risks:
Evidence / confidence:
Open questions:
Next step:",Memo → [LLM] handoff
ЗАПИСКА,K13,Memo QA,Text,System → Text,"# ЗАПИСКА — MEMO QA / JUDGE

Memo draft:
[вставить]

Brief / intended use:
[вставить]

Проверь:
- отвечает ли memo цели и аудитории;
- есть ли executive summary;
- отделены ли facts / calculation results / interpretation / hypothesis / recommendation;
- есть ли unsupported claims;
- не смешаны ли периоды;
- не названы ли гипотезы подтверждёнными причинами;
- есть ли risk_basis для рисков;
- есть ли owner / due date / status у действий;
- видны ли limitations;
- есть ли evidence appendix;
- можно ли передавать руководителю / сохранять.

Верни строго:
QA verdict: pass / revise / blocked
Reason:
Unsupported claims:
Period issues:
Overclaimed causes:
Missing evidence:
Weak recommendations:
Required revision:
Final readiness:
Approved next step:",Memo-specific judge gate
ЗАПИСКА,K14,Final,Text,System → Text,"# ЗАПИСКА — FINAL MEMO

Revised memo:
[вставить]

QA result:
[вставить]

Задача:
Собери финальную версию записки. Не добавляй новые факты после QA.

Верни строго:
1. Title:
2. Date:
3. Audience:
4. Status: draft / reviewed / approved / blocked
5. Executive summary:
6. Key facts:
7. Analysis:
8. Risks:
9. Recommendations:
10. Limitations:
11. Evidence appendix:
12. Open questions:
13. Next review trigger:
14. Save / handoff recommendation:
15. Confidence:
16. What not to claim:",Final memo record
ЗАПИСКА,K15,Project,Website,System → Website,<CHATGPT_LLM_PROJECT_URL>,Открыть целевой проект для memo / LLM work
ПОИСК,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,Built-in folder back; не перепрограммировать
ПОИСК,K2,Brief,Text,System → Text,"# ПОИСК — RESEARCH BRIEF

Сырая тема / вопрос:
[вставить]

Задача:
Сформулируй исследовательское ТЗ. Не ищи источники и не делай финальный вывод. Нужно подготовить точный brief для внешнего поиска / Gemini / Perplexity / YouTube / GitHub.

Правила:
- не превращай тему в рекомендацию;
- не выдумывай факты, цены, лимиты, даты и benchmarks;
- отделяй known facts от assumptions;
- укажи, какие claims требуют fresh check;
- цель Research — найти candidate evidence / workflows / tools, а не принять решение.

Верни строго:
Research question:
Background / known facts:
Assumptions:
Scope in:
Scope out:
Must-have criteria:
Avoid / reject:
Freshness requirement: needed / not needed / unknown
Source types to search:
Output format:
Scoring rubric:
Owner project candidate: [AI OS] / [Thinking] / [Analytics] / [LLM] / [Codex] / unclear
Success criteria:
Next step:","Research brief: topic, scope, criteria, freshness, output"
ПОИСК,K3,Sources,Text,System → Text,"# ПОИСК — SOURCE MAP / INVENTORY

Тема / research brief / найденные источники:
[вставить]

Задача:
Собери карту источников. Источник — это кандидат на evidence, а не готовый факт.

Проверь:
- тип источника: official docs / paper / repo / demo / article / video / vendor / forum / listicle;
- дату / freshness;
- что именно источник поддерживает;
- ограничения и bias;
- есть ли первоисточник;
- какие claims требуют повторной проверки.

Верни строго:
Source map:
| Source | Type | Date / freshness | What it supports | Evidence strength: strong/medium/weak | Limitation / bias | Action: use/verify/reject |
|---|---|---|---|---|---|---|
Strongest sources:
Weak / risky sources:
Missing source types:
Claims safe to carry forward:
Claims requiring verification:
Claims to reject:
Recommended next search:
Routing:","Source inventory: what supports what, limits, use/verify/reject"
ПОИСК,K4,AI tools,Text,System → Text,"# ПОИСК — AI TOOL SCAN

Инструмент / категория / задача:
[вставить]

Задача:
Оцени AI-инструмент или группу инструментов как candidate для работы Сергея. Не делай покупочную рекомендацию без свежей проверки цен, лимитов, условий и доступности.

Проверь:
- use case;
- кто получает пользу;
- входы / выходы;
- setup complexity;
- data privacy / client data risk;
- vendor lock-in;
- API / pricing / limit freshness;
- альтернативы;
- применимость к аудиту, аналитике, memo, routing, QA или Codex workflow.

Верни строго:
Tool / category:
Primary use case:
Value for Sergey:
Input data needed:
Output artifact:
Setup complexity: low / medium / high
Freshness check needed: yes / no
Privacy / data risk:
Integration risk:
Alternatives to compare:
Evidence found / needed:
Hype risk: low / medium / high
Recommendation status: explore / verify / reject / backlog
Owner project:
Next step:","AI tool scan with use case, freshness, privacy, integration risk"
ПОИСК,K5,Workflow,Text,System → Text,"# ПОИСК — WORKFLOW HUNT

Тема / задача / источник:
[вставить]

Задача:
Найди или извлеки повторяемый порядок работы. Ценность — не в новости, а в reproducible workflow с входами, шагами, выходом и проверкой качества.

Ищи:
- concrete steps;
- tools used;
- input data / prompt / files;
- output artifact;
- quality check;
- repeatability;
- limitations;
- применимость для Сергея.

Отбраковывай:
- мнения без demo;
- новости без workflow;
- listicles;
- pure promotion;
- claims без source trail.

Верни строго:
Workflow name:
Problem solved:
Inputs:
Steps:
Tools:
Output artifact:
Quality check:
Repeatability: high / medium / low
Evidence/source:
Adaptation for Sergey:
Risks / limits:
Owner project candidate:
Next safe step:","Find repeatable workflow, not generic news or opinion"
ПОИСК,K6,Compare,Text,System → Text,"# ПОИСК — COMPARE OPTIONS

Что сравнить:
[вставить]

Контекст применения:
[вставить]

Задача:
Сравни инструменты, источники, workflows или подходы. Не выбирай победителя сильнее, чем позволяет evidence.

Критерии:
- fit to task;
- evidence quality;
- operational depth;
- freshness;
- privacy / data risk;
- setup complexity;
- repeatability;
- cost / pricing freshness, если применимо;
- Sergey relevance;
- hype risk.

Верни строго:
Comparison scope:
Options compared:
| Option | Best use | Evidence | Freshness | Setup | Risk | Sergey relevance | Hype risk | Verdict |
|---|---|---|---|---|---|---|---|---|
Best option if evidence holds:
Why not alternatives:
What requires fresh check:
Unsupported claims:
Decision status: explore / verify / defer / reject
Handoff target:
Next step:",Compare options with criteria and no unsupported winner
ПОИСК,K7,Hype?,Text,System → Text,"# ПОИСК — HYPE / AD / BIAS CHECK

Источник / инструмент / claim:
[вставить]

Задача:
Проверь, нет ли рекламы, affiliate bias, vendor bias, hype или неподтверждённых обещаний. Не спорь ради спора; отдели полезное зерно от маркетинговой шелухи.

Red flags:
- sponsored / affiliate / vendor bias;
- vague claims;
- no demo;
- no source trail;
- benchmark without method;
- “10 tools” listicle;
- no limitations;
- cherry-picked examples;
- pricing / availability claims without date;
- “must-have / game changer” without evidence.

Верни строго:
Hype verdict: low / medium / high
Bias type:
Supported parts:
Unsupported / exaggerated claims:
Missing evidence:
What can be reused safely:
What must not be claimed:
Usefulness: use / verify / reject / backlog
Safer source needed:
Routing:
Next step:","Ad, affiliate, sponsored, vague claim, benchmark-without-method detector"
ПОИСК,K8,Score,Text,System → Text,"# ПОИСК — RESEARCH SCORECARD

Источник / инструмент / workflow / repo:
[вставить]

Задача:
Оцени research-кандидата по rubric. Не превращай score в финальное решение; это фильтр, а не verdict истины.

Оцени 1–5:
- signal score;
- operational depth;
- novelty;
- practicality;
- evidence quality;
- freshness;
- repeatability;
- Sergey relevance;
- privacy / security risk, где 5 = безопаснее;
- hype risk, где 5 = низкий hype.

Верни строго:
Scorecard:
| Criterion | Score 1-5 | Reason | Evidence / limitation |
|---|---:|---|---|
Total / interpretation:
Keep / verify / reject:
Main reason:
Main risk:
Missing evidence:
Best owner project:
Next step:",Research scorecard 1–5 with hype risk and Sergey relevance
ПОИСК,K9,Gemini DR,Text,System → Text,"# ПОИСК — GEMINI DEEP RESEARCH PACKAGE

Тема:
[вставить]

Задача:
Подготовь prompt-пакет для Gemini Deep Research. Цель — найти повторяемые workflows, сильные источники, AI-инструменты, repos или практики, а не собрать generic AI news.

Скопируй и используй как research brief:

Topic:
[вставить]

Research objective:
Find practical, repeatable workflows / tools / sources relevant to Sergey’s work in audit, financial analytics, memo generation, AI governance, prompt workflows, routing, QA, or Codex handoff.

Scope in:
- workflow demos;
- official docs;
- GitHub repos;
- deep articles with reproducible steps;
- comparison with evidence;
- current tools only if date/source is clear.

Scope out:
- generic news;
- pricing-only comparisons;
- shallow “top 10 tools” lists;
- pure opinions;
- clickbait;
- unsupported vendor claims;
- no-demo videos.

Must-have criteria:
- source trail;
- concrete steps;
- input/output artifact;
- quality check;
- repeatability;
- limitations;
- relevance to Sergey.

Scoring rubric:
- signal score;
- operational depth;
- novelty;
- practicality;
- evidence quality;
- hype risk;
- Sergey relevance.

Output schema:
1. Executive summary.
2. Source list with dates and source types.
3. Workflow candidates table.
4. Tool / repo candidates table.
5. Unsupported or weak claims.
6. Anti-patterns / hype detected.
7. Top 3 candidates for AI OS ingestion.
8. What requires fresh verification.
9. Recommended handoff target.

Return:
Gemini prompt:
[готовый текст для копирования]
Expected output:
Acceptance criteria:
How to QA the result:",Deep Research package for Gemini: broad source/workflow discovery
ПОИСК,K10,Perplexity,Text,System → Text,"# ПОИСК — PERPLEXITY SOURCE SCOUT

Тема / вопрос:
[вставить]

Задача:
Подготовь короткий prompt для Perplexity как быстрого разведчика источников. Не проси финальную рекомендацию без evidence scoring.

Скопируй и используй:

Find current, credible sources for:
[topic]

Return:
- 5–10 sources;
- source type: official docs / paper / repo / article / video / forum / vendor;
- publication or update date;
- claim each source supports;
- why the source is credible or risky;
- what needs verification;
- conflicts between sources;
- links / source names.

Rules:
- prioritize primary sources;
- mark vendor claims separately;
- do not treat listicles as strong evidence;
- do not provide final recommendation without source scoring;
- flag stale pricing, API limits, model capabilities and benchmarks.

Верни:
Perplexity prompt:
Expected output:
Source quality criteria:
How to route results:
Research QA checklist:","Fast source scout: current sources, dates, claims, verification needs"
ПОИСК,K11,YouTube,Text,System → Text,"# ПОИСК — YOUTUBE WORKFLOW DISCOVERY

Тема / workflow:
[вставить]

Задача:
Подготовь запрос для поиска YouTube-роликов, где показывают workflow-demo. Не ищи мнения, новости и поверхностные обзоры.

Ищи видео, где автор показывает:
- конкретный workflow;
- экран / demo;
- входные данные;
- шаги;
- инструменты;
- output artifact;
- quality check;
- repeatability.

Reject:
- opinion videos;
- news;
- shallow reviews;
- no demo;
- pure promotion;
- “top tools” without workflow;
- claims without examples.

Верни строго:
Search query ideas:
Selection criteria:
Reject criteria:
Extraction schema:
| Video / channel | Workflow shown | Inputs | Output artifact | Quality check | Evidence strength | Hype risk | Relevance |
|---|---|---|---|---|---|---|---|
What to capture for AI OS:
What not to claim:
Next step:","Find workflow demos, not opinions, news or shallow reviews"
ПОИСК,K12,GitHub,Text,System → Text,"# ПОИСК — GITHUB / REPO SCOUT

Repo / тема / задача:
[вставить]

Задача:
Оцени GitHub repo как candidate source / tool / implementation reference. Stars are signal, not proof.

Проверь:
- purpose;
- last activity;
- README quality;
- install / quickstart;
- examples;
- tests;
- issues / maintenance;
- license;
- security / privacy risks;
- dependency risk;
- fit for Sergey;
- suitability for Codex handoff.

Верни строго:
Repo:
Purpose:
Last activity / freshness:
README / docs quality:
Examples:
Tests / CI:
Maintenance signals:
Security / privacy risks:
License / usage constraints:
Fit for Sergey:
Use as: source / pattern / tool candidate / reject
Need Codex? yes / no / later
Unsupported claims:
Next step:","Repo scout: README, activity, tests, examples, security, fit"
ПОИСК,K13,Backlog,Text,System → Text,"# ПОИСК — RESEARCH BACKLOG ITEM

Тема / источник / идея:
[вставить]

Задача:
Оформи research backlog item. Используй, когда тема потенциально полезна, но сейчас нет времени, evidence слабое или fresh check нужен позже.

Верни строго:
Backlog item:
Research question:
Why it may matter:
Current evidence: none / weak / mixed / promising
Fresh check needed: yes / no
Potential owner project:
Trigger to revisit:
Minimum sources needed:
Expected output if researched:
Risk if ignored:
Risk if acted on now:
Next safe action:",Research backlog card: defer without losing signal
ПОИСК,K14,To AI OS,Text,System → Text,"# ПОИСК → [AI OS] HANDOFF

Research output / sources / workflow candidates:
[вставить]

Задача:
Подготовь handoff в [AI OS] для evidence check, pattern candidate, source map или anti-pattern. Не превращай weak evidence в KB fact.

Передавать только curated context:
- topic;
- source list;
- supported claims;
- weak / unsupported claims;
- workflow candidates;
- anti-patterns;
- freshness status;
- limitations;
- recommended KB action.

Не передавать:
- raw dump;
- long transcript;
- secrets / API keys / .env;
- source-card dumps;
- unsupported claims as facts;
- production-ready recommendation.

Верни строго:
Handoff to: [AI OS]
Task type: evidence / pattern candidate / source map / anti-pattern / review item
Topic:
Candidate sources:
Supported claims:
Weak / unsupported claims:
Workflow candidates:
Anti-patterns / hype detected:
Fresh check status:
Confidence:
What not to claim:
Recommended KB action:
Acceptance criteria for AI OS:
Next step:",Research → AI OS handoff for evidence/pattern ingestion
ПОИСК,K15,Research QA,Text,System → Text,"# ПОИСК — RESEARCH QA GATE

Research output / source map / comparison:
[вставить]

Intended use:
AI OS ingestion / LLM prompt / Thinking decision / Analytics spec / Codex task / personal backlog / other

Задача:
Проверь research-result как @judge. Research не должен выдавать candidate evidence как final truth.

Проверь:
- есть ли research question;
- источники перечислены;
- source types и dates указаны, где важно;
- supported / weak / unsupported claims разделены;
- hype / vendor bias проверен;
- freshness risks видны;
- recommendations не сильнее evidence;
- routing корректен;
- нет premature Codex / production handoff;
- есть next safe step.

Верни строго:
QA verdict: pass / revise / blocked
Reason:
Unsupported claims:
Weak evidence:
Freshness gaps:
Hype / bias risk:
Wrong routing:
Missing sources:
Required fix:
Approved handoff target:
Approved next step:",Final gate: research output pass/revise/blocked before handoff
РЕПО,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,
РЕПО,K2,AI-OS,Website,System → Website,https://github.com/sergstack/AI-OS,
РЕПО,K3,README,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/README.md,
РЕПО,K4,Манифест,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/MANIFEST.json,
РЕПО,K5,Маршрут,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/ChatGPT/%5BAI%20OS%5D/Knowledge/PROJECT_ROUTING.md,
РЕПО,K6,Правила,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/ChatGPT/%5BAI%20OS%5D/Knowledge/GOVERNANCE_RULES.md,
РЕПО,K7,Сверка,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/CHATGPT_PROJECT_SYNC_CHECKLIST.md,
РЕПО,K8,Проверки,Text,System → Text,"cd <LOCAL_AI_OS_ROOT>
python3 scripts/check_project_instructions_length.py
python3 scripts/check_repo_public_safety.py
python3 scripts/check_manifest_paths.py
python3 scripts/check_knowledge_bundles.py","Вставить в терминал, Enter вручную"
РЕПО,K9,Статус,Text,System → Text,"cd <LOCAL_AI_OS_ROOT>
git status --short
git diff --stat","Вставить в терминал, Enter вручную"
РЕПО,K10,Запросы,Website,System → Website,https://github.com/sergstack/AI-OS/pulls,
РЕПО,K11,Задачи,Website,System → Website,https://github.com/sergstack/AI-OS/issues,
РЕПО,K12,Пакеты,Website,System → Website,https://github.com/sergstack/AI-OS/tree/main/Knowledge_Bundles,
РЕПО,K13,Прогоны,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/PILOT_CASES.md,
РЕПО,K14,Пути,Text,System → Text,"В публичных документах нельзя использовать сырые абсолютные локальные пути.

Используй:
<LOCAL_AI_OS_ROOT>
<LOCAL_REPO_ROOT>
<LOCAL_CODEX_APP_ROOT>
<LOCAL_ARTIFACTS_ROOT>",
РЕПО,K15,Безопасн.,Text,System → Text,"# ПРОВЕРКА БЕЗОПАСНОСТИ РЕПОЗИТОРИЯ

Проверь:
- нет .env;
- нет секретов;
- нет ключей доступа;
- нет сырых журналов;
- нет служебных файлов выполнения;
- нет векторной базы;
- нет сырых локальных путей;
- нет архивов как источников знаний.

Вердикт: принято / доработать / заблокировано",
ПРОГОНЫ,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,Не перепрограммировать
ПРОГОНЫ,K2,Brief,Text,System → Text,"# ПРОГОНЫ — PILOT BRIEF

Тема / workflow / идея для проверки:
[вставить]

Задача:
Подготовь маленький безопасный pilot. Не решай всю задачу, не строй production-фабрику и не передавай в Codex до результата pilot.

Зафиксируй:
- hypothesis: что хотим проверить;
- owner project: [AI OS] / [Thinking] / [Analytics] / [LLM] / [Codex] / Memo / Research / другое;
- test scope: что входит;
- out of scope: что НЕ проверяем;
- input sample: минимальный вход;
- expected output: что должно получиться;
- success criteria;
- failure criteria;
- timebox / effort limit;
- QA gate after run;
- decision options: adopt / revise / automate / archive / reject.

Верни строго:
Pilot name:
Hypothesis:
Why this pilot matters:
Owner project:
Scope:
Out of scope:
Minimal test case:
Expected output:
Success criteria:
Failure criteria:
Risks:
Stop condition:
Next step:",Постановка pilot: что проверяем и зачем
ПРОГОНЫ,K3,Hypothesis,Text,System → Text,"# ПРОГОНЫ — HYPOTHESIS

Идея / наблюдение:
[вставить]

Задача:
Преврати идею в проверяемую pilot-гипотезу. Не доказывай её текстом; определи, как её можно проверить маленьким прогоном.

Проверь:
- claim: что предполагаем;
- why it matters;
- assumptions;
- evidence available;
- missing evidence;
- observable signals;
- disconfirming signals: что покажет, что гипотеза неверна;
- decision impact: что изменится после проверки.

Верни строго:
Hypothesis:
Assumptions:
Evidence available:
Missing evidence:
Test signal:
Disconfirming signal:
Risk if false:
Decision after test:
Minimal pilot needed:
Next step:",Проверяемая гипотеза перед прогоном
ПРОГОНЫ,K4,Test case,Text,System → Text,"# ПРОГОНЫ — TEST CASE

Pilot hypothesis / brief:
[вставить]

Задача:
Спроектируй минимальный test case для pilot. Он должен быть достаточно маленьким, чтобы выполнить руками, но достаточно показательным, чтобы проверить workflow.

Определи:
- input data / prompt / source;
- steps to run;
- expected intermediate outputs;
- expected final output;
- tools / folders to use;
- QA checks;
- stop conditions;
- what not to do.

Верни строго:
Test case name:
Input:
Preconditions:
Steps:
Expected intermediate outputs:
Expected final output:
QA checks:
Stop conditions:
Out of scope:
Run-ready: yes / no
Missing items:
Next step:",Мини-кейс для проверки workflow
ПРОГОНЫ,K5,Run log,Text,System → Text,"# ПРОГОНЫ — RUN LOG

Pilot brief / test case:
[вставить]

Фактический прогон:
[вставить что было сделано]

Задача:
Зафиксируй фактический ход pilot. Не улучшай результат задним числом и не исправляй workflow внутри run log.

Раздели:
- planned steps;
- actually performed steps;
- deviations;
- outputs produced;
- errors / friction;
- evidence collected;
- time / effort, если известно;
- notes for QA.

Верни строго:
Pilot name:
Planned steps:
Actual steps:
Deviations:
Outputs:
Errors / friction:
Evidence:
Time / effort:
Immediate observations:
Do not conclude yet:
Next step:",Фиксация фактического выполнения pilot
ПРОГОНЫ,K6,Result,Text,System → Text,"# ПРОГОНЫ — RESULT

Pilot brief:
[вставить]

Run log:
[вставить]

Задача:
Сравни ожидаемый и фактический результат pilot. Не превращай один удачный прогон в production-ready вывод.

Проверь:
- success criteria met / not met;
- failure criteria triggered / not triggered;
- actual output quality;
- evidence strength;
- residual risks;
- whether another run is needed.

Верни строго:
Pilot result: pass / partial / fail / blocked
Expected vs actual:
Success criteria status:
Failure criteria status:
Evidence strength: strong / medium / weak
What worked:
What failed:
Residual risks:
Need another run: yes / no
Recommended decision: adopt / revise / automate / archive / reject
Next step:",Результат pilot без преждевременного масштабирования
ПРОГОНЫ,K7,QA,Text,System → Text,"# ПРОГОНЫ — PILOT QA / JUDGE

Pilot result:
[вставить]

Задача:
Проверь как @judge, можно ли доверять результату pilot. Pilot проверяет workflow, а не доказывает production-readiness.

Проверь:
- была ли гипотеза явной;
- был ли test case достаточно маленьким и релевантным;
- не расширился ли scope;
- есть ли evidence результата;
- не сделан ли вывод сильнее одного прогона;
- видны ли failure modes;
- есть ли честный next decision;
- не отправляется ли преждевременно в Codex / production.

Верни строго:
QA verdict: pass / revise / blocked
Reason:
Unsupported conclusions:
Scope creep:
Missing evidence:
Main failure mode:
Required fix:
Approved decision:
Approved next step:",Judge-проверка pilot-output
ПРОГОНЫ,K8,Lessons,Text,System → Text,"# ПРОГОНЫ — LESSONS LEARNED

Pilot result / QA:
[вставить]

Задача:
Извлеки уроки из pilot. Не переписывай историю и не усиливай вывод выше evidence.

Верни:
What worked:
What did not work:
What was unnecessary:
What was missing:
Workflow changes needed:
Prompt/button changes needed:
QA changes needed:
Documentation changes needed:
Risks discovered:
Reusable pattern candidate:
Anti-pattern discovered:
Next step:",Уроки и улучшения после pilot
ПРОГОНЫ,K9,Decision,Text,System → Text,"# ПРОГОНЫ — PILOT DECISION

Pilot result / QA / lessons:
[вставить]

Задача:
Прими операционное решение по pilot. Не принимай стратегическое решение шире evidence; если нужен выбор вариантов — передай в [Thinking].

Варианты решения:
- adopt: оставить как ручной workflow;
- revise: доработать и прогнать ещё раз;
- automate: готовить gated handoff в [Codex];
- archive: сохранить как опыт, не развивать сейчас;
- reject: отказаться от идеи.

Верни строго:
Decision: adopt / revise / automate / archive / reject
Why:
Evidence used:
Confidence: strong / medium / weak
What changes before reuse:
Owner project:
Acceptance criteria:
Revisit trigger:
Handoff needed: none / [Thinking] / [Analytics] / [LLM] / [Codex] / [AI OS]
Next step:",Решение по судьбе pilot
ПРОГОНЫ,K10,Backlog,Text,System → Text,"# ПРОГОНЫ — BACKLOG ITEM

Pilot lesson / decision:
[вставить]

Задача:
Оформи отложенную задачу или улучшение после pilot. Не делай production-задачу без acceptance criteria.

Верни строго:
Backlog item:
Source pilot:
Problem / opportunity:
Proposed change:
Owner project:
Priority: low / medium / high
Evidence strength: strong / medium / weak
Acceptance criteria:
Risks:
Dependencies:
Not now because:
Next review trigger:
Next step:",Отложенный item по результату pilot
ПРОГОНЫ,K11,Scale?,Text,System → Text,"# ПРОГОНЫ — SCALE / AUTOMATE GATE

Pilot decision:
[вставить]

Задача:
Оцени, стоит ли масштабировать pilot в методику, отдельную папку Stream Deck, фабрику или Codex-автоматизацию.

Проверь критерии:
- repeatability: будет ли повторяться;
- frequency: как часто нужно;
- impact: польза;
- risk: цена ошибки;
- manual effort saved;
- complexity of automation;
- evidence strength;
- reversibility;
- owner readiness.

Верни:
Scale verdict: keep manual / revise workflow / create method / create Stream Deck screen / automate with Codex / reject
Rationale:
Criteria table:
Minimum viable next version:
What not to automate:
Required QA before scaling:
Handoff target:
Next step:","Проверка: масштабировать, автоматизировать или оставить руками"
ПРОГОНЫ,K12,To Codex,Text,System → Text,"# ПРОГОНЫ → [Codex] HANDOFF / GATED

Pilot decision:
[вставить]

ВНИМАНИЕ:
Использовать только если pilot decision = automate или есть явно принятое решение на изменение файлов / tooling. Не передавать в Codex слабую гипотезу как requirement.

Подготовь handoff:
Handoff to: [Codex]
Task type: implementation / docs / tests / tooling / automation
Goal:
Accepted pilot evidence:
Scope:
Files to inspect:
Files allowed to change:
Forbidden actions:
Expected output:
Checks / smoke tests:
Acceptance criteria:
Rollback / stop condition:
Residual risks:
Open questions:
Suggested first step:",Gated handoff в Codex после успешного pilot
ПРОГОНЫ,K13,Card,Text,System → Text,"# ПРОГОНЫ — PILOT CARD / RECORD

Материалы pilot:
[вставить brief, result, QA, decision]

Задача:
Собери компактную карточку pilot для журнала прогонов. Не добавляй новых выводов.

Верни строго:
pilot_id:
date: YYYY-MM-DD
title:
owner_project:
hypothesis:
test_case:
result: pass / partial / fail / blocked
qa_verdict: pass / revise / blocked
decision: adopt / revise / automate / archive / reject
evidence_strength: strong / medium / weak
lessons:
changes_needed:
risks:
next_step:
link_or_location:",Карточка pilot для PILOT_CASES.md / журнала прогонов
ПРОГОНЫ,K14,Сверка,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/CHATGPT_PROJECT_SYNC_CHECKLIST.md,Сверка проекта / документации после pilot
ПРОГОНЫ,K15,Сводка,Website,System → Website,https://github.com/sergstack/AI-OS/blob/main/PILOT_CASES.md,Журнал pilot cases
БАЗА,K1,⬆ НАЗАД,Navigation Back,штатный возврат из папки,Built-in folder back,
БАЗА,K2,Индекс,Text,System → Text,"# БАЗА ЗНАНИЙ — ИНДЕКС

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
БАЗА,K3,Примен.,Text,System → Text,"# БАЗА ЗНАНИЙ — ПРИМЕН.

Тема:
[указать]

Проверь:
- найдено в базе знаний: да / нет / частично;
- источники;
- подтверждённые утверждения;
- слабые или неподтверждённые утверждения;
- уверенность;
- что отправить на дополнительную проверку;
- следующий шаг.

Не придумывай данные, если в базе не найдено.",
